video_id,start,end,text
IuICYitsS5k,123,133,"R n B chill lounge music with rap male vocal, groovy drum beat and synth."
GUAE8Jg2oRI,110,120,An really upbeat electronic dance music track with synth layers that is suitable for dancing at parties.
67hqIxD3J3A,120,130,Afro music that incorporates tribal drums is very energising. The male voices are bold and entertaining.
VLAF7N6yb0k,137,147,"An alternative rock track by a famous rock band namely Imagine Dragons, with male vocalization, electronic guitar riff, and mass echo effect."
kCPjXSTnFes,97,107,Tropical pop music with party vibe male and female vocal and synth lead.
jZYVwO2Y1mU,125,135,"A foreign rap song with a male rapper, saxophone, synth trap beats and backing vocals."
hZUhuTpMYvk,85,95,"Party rap pop upbeat music with rap male vocal, dancing drum beat, synth."
7vuKg40mwPY,88,98,A dramatic unfolding to this hip-hop track with orchestra music and drop beats featuring a male rapper.
XrlXkjAJ98g,202,212,Techno house music with chill party vibe drum beat and rap male vocal.
omN1HtST5Zg,99,109,A country feeling track with urging male vocals having a melodic rhythm backed by various percussions.
iaPcrZszuFE,84,94,One of the most popular Kpop tracks to have ever hit the internet. Took the world by surprise and made the world dance. A song by the famous PSY called Gangnam Style.
0yfArN-e2OU,138,148,"R n B chill music with lounge feel, rap male vocal and electro beats."
Pjf_MyRy2Zo,196,206,"Grandiose Japanese soul music featuring a female artist, some piano tunes and snare pads."
3wTmBpU725A,95,105,"Hip-hop track with a carefree vibe, ambient synths, and a featured male rapper supported by pleasant female vocals."
yIeWmFj4ItI,88,98,"An alternative rock track with guitar grunge riffs, trumpets syncing with the male vocals and other horn instruments."
6zaTGBEyv5Y,142,152,Jivey rhythmic middle east music with energetic female vocal and stacked percussion.
A-24Tzij7L0,92,102,"A trippy and groovy foreign hip-hop track with high-pitched synth layers, a bass line, and snare pads."
jRnLCMx-AM8,120,130,"Music depicts a sense of rebel and is followed by male vocal, guitar riff and drum."
adD3m4Obc8I,69,79,Cool hip hop beat with rap male vocal which is ideal for chill out pub hopping.
jb2x9846oUg,84,94,A high-spirited pop song with bright female vocals and energetic guitar riffs and drums along with chorus harmonies. The song has a certain motivating tone to it.
OoClI2o1fpE,90,100,A jazzy instrumental with a backing female vocals and fast-paced  drums that sets the mood for a great lounge party.
PW6Mifhu5K8,58,68,"Hip-hop song with male rap lyrics, looping synthesizer parts, and powerful electronic beats. Perfect for freestyle dancing."
6WrkeX2Hdws,101,111,Progressive rock music followed by clean male vocal and distorted guitars.
18y8I6Pm2NU,125,135,Groovy pop song with peppy female vocals and foot-tapping beats. Has a happy vibe to it.
4PrVFVl7elI,114,124,"Upbeat urban pop music with sweet sounding female vocal, synth melody line and drum."
8ylgEcNw3vs,154,164,"Soulful pop track featuring female vocal, synth layers and pads."
F0InbxppeGI,157,167,"A regional folk track featuring vocal, wooden beats like Tasa and other percussion generates a very rich and energetic sound."
VRbfQueL3Mw,139,149,"Some intoxicating and hardcore synth layers to this foreign hip-hop track, with trap beats and sublime bass line."
MBmQUUuRN48,151,161,Energetic hip-hop track with Arabic rapping in an glottic male voice and electro trap betas.
mUG2BEd0rTo,127,137,"Hip-hop song with electronic bass and drum beats, female vocals, and rap. fantastic for street dance battles."
BmnM9XQ6324,124,134,"A groovy Kpop track that is great for dancing with a variety of musical instruments like the drums, sharp bass line, piano, guitar riff, and backing vocals."
JIB62914U4U,169,179,"Tropical upbeat music ideal for house party with mellow male vocal, chill synth line, drum and bass."
QB8Csb9guBU,70,80,"A piece of soul-rock music featuring a female artist in a foreign language with rhythm guitar ballad, electric guitar riff, drums, constant bass line."
cxdJVO9CLxk,89,99,"DT style progressive rock music with insane guitar riff, drum and bass."
yhFJBI1i-II,122,132,"A rock track in a foreign language by a female artist, with lots of guitar grunge, drums and a car alarm to top it all off."
9dvZLhwCzRw,70,80,"Pop track with strong male vocal rap with rhythmic beats, and electronically produced music.  Evokes a sense of confession."
KTGxPiEg7iM,129,139,"Rap pop with cool synth tone, mellow vocal, male rap vocal and laid back hip hop drum groove."
B7hkSJWku58,148,158,"Pop track with male vocals, synth in a foreign language with ambient pad having a ballad feel."
a45lFTXAjVA,137,147,"Hard rock track with loud male vocals and modultad vocals, vigorous guitar riffs and drums. Sounds like Death metal."
nfD014J3CB4,126,136,"Rock song with electro influences followed by radio male voice, guitar and drums."
tZ54WWQmNWc,99,109,"High tempo pub dance hip hop music with fast paced rap male vocal, drum and synth tones."
gGHS9d22u8s,56,66,"Dark sounding underground hip hop music with rap male vocal, synth and subby bass."
m7m6JDBDAwM,119,129,Mid tempo chill hip hop music with male rap vocal and catchy drum beats.
va6aUzffMkc,76,86,A sentimental pop song with soulful male vocals over a simple acoustic guitar strumming. The song has a sense of longing.
eR6-XY2fu3I,130,140,"A touching pop song ballad featuring deep female vocals. Bass, guitar, and percussion are all really clear and straightforward."
HZouEBPKC-U,99,109,"Dainty soft rock in a foreign language by a male artist, with soft guitar riff and groovy drum lines."
ABKP6jWjGik,145,155,"An exhilarating dance track with electronic synth layers, distorted guitar riff, muffled vocals and punchy bass line in the end."
XYP92e5iFoo,122,132,"High-spirited Hip-hop track with multiple synth layers and male vocals, modulated vocals combined with trap beats. Best for dance choreography."
G7natIDz1Hg,147,157,"Submissive male led rock track with guitars, drums and bass."
IpTGNFGoYgM,104,114,"A radical hip-hop track in a foreign language, with synth layers, trap beats, backing vocals and male rap."
izFK2vLg0kE,119,129,"Alternative rock music with beautiful bengali lyrics, drums, powerful male vocal , guitar and bass."
eJwsZEIVodM,148,158,"Instrumental track with heavy drum rolls and an electric guitar arpeggio that has a dark, eerie vibe, Seems like the intro to a progressive rock track."
W12PuqWWGxM,80,90,Upbeat dance mix best suited for clubbing.
34fxMcPNyak,147,157,Funky hip hop street music ideal for freestyle performances followed by rap male vocal and drum beat.
U4oUyCIkpik,125,135,"High energy arena rock music followed by emotional male vocal, guitar , drum and bass."
VJoIrbs702s,160,170,"An alternative rock piece with a mellow guitar ballad, female vocals and backing vocals."
JKGW2elr4mU,58,68,Festive charming world music with reggae music arrangement and vocals.
n5GhbnOClZY,108,118,Electronic music with modulated male vocals. Seems like an outro for a lounge track.
KXOk0lNMYhk,107,117,"Pop track with female lead vocals, synth bass and  electronic beats. Ideal for house parties."
JAZGL-ElR5E,114,124,"Afro-Latino song with endearing vocals, jivey rhythm, drums, and synth layers."
IHeuK-5d1GY,125,135,"Dark trippy hip hop music with rap male vocal, drum beat and bass."
S_NvshNiGAU,130,140,"Rave party EDM music followed by synth arp, drums and sub bass."
Z2vgQAHmuY4,125,135,Hip-hop track with a crisp synth string line playing in the background and gliding male rapping over trap beats. 
2Ed3i9Srn-M,91,101,"A track that has a disco vibe to it, with multiple synth layers, a deep pounding bass line, and various male vocals."
4TK-uLdudu0,109,119,"Arena rock high energetic music with passionate male vocal, distorted guitar, drums and bass."
hyPfeykHiMo,85,95,"A synthesized hip-hop track with multiple synth layers, featuring a male rapper in a foreign language."
t8zJiJnLF9Y,105,115,"A synthetic bass line mixed in with off-timed piano, and muffled vocals that rises to a chorus with fluid female vocals."
cv6He666nzQ,115,125,A heartfelt pop song with duet harmonious vocals over just an acoustic guitar rhythm layer. The song sounds very emotional and romantic.
X2PTkwR1c2U,90,100,"A gangster rap with raw male rap, synth layers, deep bass, and snare pads."
tX347jX0l_I,80,90,"Alternative rock music accompanied by strong male vocal, guitar, drums and bass. Sounds like Creed."
zkqBfTJqYqA,68,78,"Hip-hop track with snappy electronic beats, male vocals, and a jazzy-sounding section of synth horns."
hpcS-fkiBG0,106,116,"Fast-paced, rapping over laid-back trap beats and a synth string section playing far down in the background."
iZJWWrKewpE,164,174,"An alternative rock instrumental with a band setup of a bass guitar, drums, rhythm guitar and synth piano."
qFNQ0INEnBk,127,137,"Nostalgic Pop track with male vocal, heavy synth lines and nylon string guitar. Sounds like playing in a Mexican concert."
-RPgRmckGZ4,91,101,"A retro folk song featuring a male vocalist, some classic musical instruments, fast-paced drums, and classical guitar strumming."
-0-ZIu_EzrE,170,180,Upbeat swing track with an alto female vocalist supported by harmony vocals over a deep walking upright bass groove and swingy drums.
mS_evJzqKDs,121,131,"Rock track featuring male vocals, distorted guitar riffs and bass with punchy drums. The track sounds very energy-bombing."
WB9HtH7CA-o,146,156,"Metal track with heavy drums, guitar elements and powerful, scratched vocals sounds best for headbanging."
74gantTyF9Q,190,200,"Classical Hindi song that sounds like a scene from a movie, with tabla, accordion, guitar and both male and female vocalization."
7fvWcAw_DYY,133,143,"Extreme snarling, eerie synth layers, and powerful drumming are all features of this doom metal song. Gives out a feeling of vengeance overall."
Jro6PwOThk4,105,115,"A pop culture musical with a peppy female vocals, and 90s pop beats, Reminding of a band called Aqua."
h5qmN5_rKc8,168,178,"Energetic freestyle rap track with male vocal, synth bass and sound effects. Ideal for roadside freestyling."
63zbdXZCCaA,157,167,"Mid tempo protest poetry hip hop music with rap male vocal, synth and drums."
oWcDm4EDjk0,136,146,"A foreign rap song that sounds sad and depressing featuring a male artist, synth layers and guitar line."
z_OS5g9Kzk8,124,134,"Powerful synth lines to this hip-hop track with male rap, guitar riff and clap sound effect."
0OPMSVzKIyU,71,81,"Pop music with powerful female voice followed by horn lines, ideal for cafe."
3kjTI1ke0iI,76,86,Punchy male vocals and fluid synth sound layers are featured in this hip-hop rap track. Gives off a vibe of a street rap war.
_f0GsEstbf0,184,194,"Mood lifting positive energy rock music with passionate electric guitar solo, drum and bass."
jhd4gifS7Po,116,126,"A trippy pop track with synth layers, a pounding bass line, drum pads, and oldies beats."
4w-268lUpoY,95,105,Laid back hip hop track with clean male rapping over trap music.
d_hbGMR4D0s,57,67,Soulful charming larger than life cinematic background music with grand feeling.
4EUVM5bXDLY,99,109,Upbeat pop track with male vocals over electronic mix and groovy beats.
qmtFIBKczJQ,97,107,"Beautiful sounding romantic  pop track with enigmatic female vocal, drum and bass."
7_IHFh7-4Hs,181,191,"Uptempo party edm trance music with stack of effect female vocal , synth arp and bass."
emMplcQe3xc,202,212,A tropical dance track with thumping bass and synth pad layers featuring autotuned male vocals.
s3pM2inGSsI,76,86,A remixed pop song featuring a female vocalist singing over electronic music.
V474_y86Y4A,112,122,"Soft charming pop music with passionate male vocal, funky guitar , drum and synth."
eZXvgs6EQtU,110,120,"A fun and playful Chinese pop track with little kids in the vocals, a strong bass line, and traditional string instruments."
JsI-Aq4iOW4,124,134,"An electric trance EDM track with various synth layers, disco beats and bass line, mixed with a male and female non-lyrical vocalization."
56ap0D_-sqY,138,148,"Rap song with throbbing drum beats, a sharp horn section and laid-back mail vocals."
tza3kdse19o,97,107,"Melodic pop song with female vocals, synth, drums and electronica setting a dance mood."
uWb1oCDZf44,57,67,Electro hip-hop track with synth pad backing layers featuring a bass-heavy female lead vocal rapping accompanied by female harmonies.
ZaCVJ7YglPQ,136,146,An electronic EDM track with a female vocalization that is both peppy and sensual at the same time. With high tempo synth lines and trap beats.
wPSfI9DIEaQ,142,152,"Trippy R n B music with laid back male vocal, drum beats and synth."
KJvcVA2I_ZI,171,181,"Dance EDM beach party music with synth melody, drums and programmed bass."
zPeJdryqR5A,116,126,"Hip-hop track with male rapping vocals, synth layers, and drums. The beats are that of a rock track."
Ai_fv2ji6zo,113,123,"Pop track with soaring smooth female vocal, uplifting synth lines, drums and bass. Apt for listening alone at the seaside."
TLbu0dg6770,139,149,"An enticing progressive rock instrumental track with a powerful guitar riff, synth lines, drums, and bass. Ideal headbanging concerts."
WObCNSFnSPI,115,125,Funky pop song with a jivey guitar rhythm and fun drum beats featuring a peppy male lead vocalist.
rXldLpoZ554,169,179,"A riveting female vocal to this soul music with piano, guitar strumming and drum beats."
A9ZkGfoz6q4,112,122,"Female vocals in a reverb filled ambient, with soothing music setting a mood for chill."
VJKrkY-khrE,89,99,"Very high intensity modern pop music with energetic male vocal, synth, drums and bass."
Dj4sj5JGtKU,93,103,Male vocals and layers of synthesized sound effects are used in this trap track. Excellent for dancing.
ghQZsb8aAXo,123,133,"Electronic house music with trap beats and a whispering, modulated vocal layer.  Creates a psychedelic vibe."
nlWvsRS2Tg4,148,158,"A rapid Japanese EDM track with multiple female vocals, a fast-paced bass line, electronic and game-like piano lines."
E_GfBp0IQAs,159,169,"Upbeat rap track, featuring male vocals with synthetic bass lines and mood enlightening groovy beat."
xfwCQYV1ud8,106,116,"A soft and gentle approach to this soul music in a foreign language by a male artist, with a guitar ballad, piano lines, drums and bass guitar."
A-RTIGbpcj4,77,87,EDM track with looping synth lines and beats sounds very danceable at discos.
8enq2A9fR7k,106,116,"Rock track with male vocals, electric guitars, and drums. Gives an energetic vibe."
AaV8nDvHW24,125,135,Dance hip-hop music with rap male vocal and synth tones.
94T1-BadJKs,101,111,"Classical indie rock with a high-pitched male vocal, piano, trumpets, guitar and drum kit."
QrZPKkudxFM,117,127,Freestyle rap over electronic music and woofing bass drops.
rC-5Qp7JReA,137,147,Electronic dance music in a hip hop track with male vocals and loopy music making it easy to groove along.
KX3KJEcRGrc,97,107,"Rock blues track with mind blowing guitar chops , drum and bass."
YQNQxPGn3hM,134,144,"Old school rock n roll music like Bon Jovi with impactful vocal, heavy guitar riff and power drumming."
lz-2XS4OquM,85,95,"Electro trance music with soulful female vocal, synth and lo fi beats."
W1-gWDCGCIY,97,107,"Cool gangster theme underground hip hop music with rap male vocal, drums and synth."
Oy3PvEAuRK4,107,117,Passionate love ballad with ambient pad and piano lines featuring fresh and young male vocals.
aHXSrXvA7BM,131,141,"Zestful Rock track with a smooth electric guitar solo, electric bass and drum beats. Best for a live concert vibe."
GDoWKF7jI50,114,124,"An up-tempo rap song with beautiful piano ballad, gentle trap beats and a mix of humming effect."
WTvkFLLaCHw,91,101,"Instrumental rock track with epic drumming, distorted guitar riffs and a synth organ melody line. Overall a very energetic, head-bang-worthy track."
WMoXMrnXBxA,113,123,"Very intense dark hip hop music with rap male vocal, drum and synth melody."
n3FYe793Al0,54,64,Techno dance mix with modulated male vocals over electronic elements.
i267Lpb-uX4,143,153,"A hip-hop track with synth male vocalization, trap beats, synth piano and backing rap."
TaJizZXo6qo,117,127,"Hard rock music expressing a rage and is accompanied by growling male vocal, guitar , drum and bass."
79rRYnLbqKo,120,130,"A piece of very sophisticated soul music with a gentle guitar ballad, tambourine, soft piano and mellow male vocals. Like an opening to a gospel song."
qbXLHpEFKDo,121,131,"Instrumental track with lead synth line, backing electric guitar driving and tight drums, Sounds very intact and can be a part of a song."
Ea_3tHsz7Zo,149,159,"An overdriven guitar section with solo, power chords, bass, drums and a female vocal for a late night chill."
MZo0fXk9gKE,79,89,"Soft mind relaxing lyrical pop music with soulful female vocal, guitar, drum and bass."
WXNqs0LEEss,102,112,"A pop track by a famous pop-rock band called Maroon5, this track is a short portion of a track that has high range male vocals, jazz bass line, whistling and guitar riffs."
PeMVdoOdhxk,131,141,"Soft mellow mind relaxing pop music with enigmatic female vocal, harmony lady vocal and violin."
AUs-hBjU9w8,98,108,"Funk pop music with catchy drum beats, jivey male vocals and synth. Feels like Charlie Puth."
taMS4L46Ncw,61,71,Electronic hip-hop music with scattered raps in male voices over a loopy guitar arpeggio. Has a quirky vibe.
McnrfQW8eck,111,121,A foreign cover of the famous song by Icona Pop called I love it. A pop track with high synth layers and bass line covered by a male and a female vocalist.
o6CTZQwVbVI,149,159,"Soft pop rock music with beautiful lyrics, passionate male vocal and guitars."
UlEccV5cjAM,92,102,"Very emotional pop track followed by passionate female vocal, strings and drum."
k-JrzfXHhug,116,126,"Mood uplifting rock track with processed male vocals, accompanied by distorted electronic guitar riff, synth layer and rhythmic pad beats."
75HVZaaBsXk,102,112,"Alternative hip-hop track featuring male vocal, accompanied by modulated female vocal in background, synth layers and beats. Sounds dramatic."
WJpChXyXSiI,116,126,Noisy instrumental track with heavy drum rolls and distorted guitars over synth layers.
q1EaTMv44LE,210,220,High-spirited dance track with electronic dance music and multiple synth layers. There is a female speech in it.
BnmJ8XMRszs,95,105,A fast-paced and up tempo remix of a popular Kpop song by PSY called Gangnam Style.
YSiDhOoNoYg,97,107,Eccentric trap track featuring fast male rapping and synth layers.
VitRKAWn4tU,128,138,Hip-hop song with layers of synth sound effects and male rap vocals. Perfect music for relaxing.
DAzljCC0W5k,71,81,Chill lo fi music with sweet sounding female rap vocal and beats.
K1anxlvQepQ,82,92,"A cover track by a child in an open space, with an instrumental track playing in the background."
SlZnCrVTA9I,97,107,"Alternative rock music with passionate male vocal, distorted guitar , drum and bass."
K6t0AIntqdU,94,104,High energetic techno track with synth riff and stacked male vocal.
sRfMxs3M2-g,88,98,"EDM pop music with robotic teenage autotuned female vocal, electro drum beat."
5PyU6r_fvxg,98,108,"An exorbitant track with a female lead vocal performing a pop single, a satisfying chorus, a strong bass lining and drop. Has a very lavish feel to it."
xUXkLHkl7fw,95,105,"Relaxing alternative rock track with male vocals, over driven guitars and drums."
MCarPimH9sQ,123,133,"A progressive rock cover of a pop song by Justin Bieber, covered by a male rock singer, with synth piano layers, hardcore drums, and bass line."
te95qktGewA,123,133,Cool guitar bass lead in a loop to this hip-hop track with only bass line and male rapper. Giving it a modern twist to rap music.
OXJAOKZDL9A,95,105,Electro-pop with enthusiastic female vocals and different synth layers. The track has a charming side to listen to on a road trip with friends.
iWOF4MsH-qo,99,109,"A haunting feel to this rap song, with gothic synth layers, trap beats, backup narration, and female rap, that transcends to a chorus line."
SnTxi6AMFu8,98,108,"Charming urban pop music with gorgeous lady vocal, synth , drum and bass."
-yCef96rVJk,116,126,"High spirited rock music with distorted guitar riff, bass and power drumming."
jgkol0PxsIM,115,125,Male lead vocals and chorus on an electronic funky rap song with dope beats.
sp0lKd_TfKs,88,98,"A dynamic hip-hop track with synth horns,  bass line, snare pads and male vocalization/rap."
-fx-WKBXTlo,100,110,"Rock track with male vocals, rapping vocals, a chorus part, distorted electric guitar rhythm, bass and drum beats. Has a very rebel vibe."
Yl3QwUCuWq4,179,189,"Chill lounge feel R n B music with catchy drum beats, male rap vocal and synth."
6PGOY64QRBk,102,112,"Very less audible alternative rock music with punchy male vocal, guitar, drum and bass."
I73X2md0piw,85,95,"An alternative rock piece featuring a female artist, with rhythm guitar, electric guitar, drum kit, and bass line. Giving a heart-felt feel."
IvonBLnYCOo,136,146,"An acoustic gig vibe track featuring male vocals, drums, guitars and bass."
XEJrcfSitBY,109,119,Arena rock music with lots of positive energy accompanied by male vocal and drum beat.
3B6zLqQZZck,91,101,"Intense dark trippy sounding low dynamic rap male vocal, synth and drum."
ROXch9Ayano,134,144,"Trance track with male vocals, different synth layers and beats. It has a very dark, intoxicated side."
zzpuVTr3kHY,111,121,Relaxing Hindi song by a Punjabi male vocal over various instrumentation for a midnight drive.
gBHk5PwMoJ4,94,104,"Soft rock featuring a female artist in an unknown language, multiple guitar ballad, bass line and drum kit."
76cLENjIl44,114,124,"High energy EDM dance music with synth, drums and bass."
pOMx1MWAwJ4,104,114,"Alternative pop rap track with strong lead male vocal, and rhythmic processed vocal in background accompanied by electronically produced music and beats. Gives an angry feel."
DRh6mCKQOlw,175,185,"Old school anthem rock n roll music accompanied by passionate male vocal, guitar, drums and bass."
BJw3NKwO81U,105,115,"2000's pop music with charming lady vocal , drum groove and bass. Acts as a medium of nostalgia."
UTrl0BI7pBE,80,90,Baritone male vocal along with other backing vocal followed by a chill R n B track.
Je7LAkBmIvk,81,91,"Hip hop track with groovy male vocals, synth and beats having a street-dancing feel."
mzsE5i41B7o,133,143,"A soulful cover of a popular RnB track by the Passengers with soft piano ballad, guitar, drums, and bass line."
zti7N6NQfh0,116,126,"Soul music with beautiful sounding piano, baritone female vocal and upright, perfect for ball room dining."
v4CXiQGiaK8,91,101,Gangster feel underground rap music with hip hop beats and fast paced lyrical rap male vocal.
MVzLktXHOCU,130,140,"Latino pop track with male vocals, tropical hip-hop beats, and synthesizers. Creating an introduction scene of a character to an action movie."
bKcpJk4epCE,182,192,"Remix party track with male, female vocals, hip-hop vibing beats and lifted synth lines."
BKgtB7yt_dQ,87,97,"A feel-good jazzy foreign pop track featuring a foreign male vocalist, with a saxophone, trumpets, drums, a sharp bass line and synth layers."
sEeJLIZeweo,230,240,"Passionate rock n roll music with emotional male vocal, drum and bass. Feels like U2."
zQDcJBrLcNQ,116,126,"A piece of pop track with a female singer with sweet melodious vocals, some snare drum pads and backing vocals."
ZM6L9B_eJ4g,139,149,"Contemporary pop track with mellow drum-bass-guitar track and a passionate, nasal male lead vocal."
1bLiYOLqG4Y,99,109,A very lyrical and playful song with sensible male vocals with some bells and guitar ballad that give out a festive feeling.
NkoVFXIc7bI,57,67,High energy  music with a positive feel accompanied by gorgeous female vocal and intense drop .
V_hAQl3Mix0,134,144,Foreign language pop track with soft female vocal accompanied by synth layers and pads. Conveys a sense of longing.
oI-RALA0-mw,73,83,"Rave party EDM dance music with synth melody, drum and synth bass."
bqP75fLJ3ac,143,153,"A foreign soft rock with synchronized male vocals of tenor and alto, guitar riff, piano, and drums."
mLuBW9toVow,100,110,"Rebel metal music with growling male vocal, distorted guitar, drum and bass."
K-zPmVCyg9Y,96,106,"Up-tempo electro hip-hop track with an ascending synth layer, thumping synth bass and drum beats with a muddy male vocal layer."
R_B6ylTzYyw,179,189,"A slow and steady piano ballad to this hip-hop track with muffled drum pads, and male rap."
AfodUvXmta8,115,125,"A beautiful instrumental piece of acoustic ballad with harmonica, piano, and violin."
TiMRpUuPe0I,123,133,"A song with male vocals, synth and drums. The song is ideal for a laid back lounge."
o1bd31P70HE,210,220,"Rock track with raw, screaming male vocals over rugged drumming and guitar riffs."
ZZLa9BTizpQ,91,101,"Hard rock track with powerful male vocals, distorted guitar riffs and thrash drumming which gives a head banging feel."
HcByGpnpYnI,92,102,Fast paced male rap vocal with cool drum beat and synth. Awesome music to chill and hangout with friends.
MvtTVQVty5I,92,102,"Soft R n B music with male rap vocal, smooth synth tone and drum beat."
EX3IDuzHlkk,188,198,"Soft soulful duet romantic pop music with male and female vocal, drum, synth and bass."
VEjO7QTW5Tg,97,107,"Gangster theme dark sounding rap male vocal, synth and hip hop drum groove."
E_5Jl3llcWc,105,115,Soft mind relaxing pop music with enigmatic female vocal and guitar.
tjpk9sy2J6s,111,121,"A foreign rap song with one rapper and one vocalist. Mixed in with snare pads, piano, and trap beats."
yUc7meGug9g,125,135,"Melodic foreign language pop track featuring female vocals, with synth lines, drums and bass. The song gives a celebratory festive vibe."
lRDxRLG51VA,89,99,"Rave party EDM music with synth line, drum , vocal samples and bass."
CuEjiRyQhvc,103,113,Arabic style dance groove with melodic techno influences.
jE51ZdEAt3Y,116,126,"A progressive rock track in a foreign language, with peppy male vocals, hard guitar grunge, and timed drums and trumpets."
fF4-vr82qJk,135,145,"Instrumental electronic dance music with multiple layers of synth bass, pads and sound effects. A perfect trance part track."
oXwdN6jV58E,78,88,Instrumental electro-house music with several synth elements and trap beats that creates and enigmatic atmosphere.
txgpr-lYTDw,152,162,"Very stressed and dark rock music with isolating male vocal,guitar and drum."
7MA4b3x8hyk,103,113,"A classical rock with some guitar strumming patterns, guitar riff and drums, performed in a foreign language by a male artist."
33RrVxItf1A,66,76,"Dark sounding, protest poetry style hip hop music with synth lead and rap male vocal."
8F1CDIpw2vY,80,90,"Dramatic, punchy male rap vocals with electronically produced music and beats. Evokes an angry feel."
1iYmCn0soFg,82,92,"A colourful pop song with female vocals having synth, guitars and percussions."
LilaaPWSKFg,59,69,Electronic music with spooky male vocals and loopy samples with hard bass beats.
